,Word,Frequency
2286,phuchate,1
2287,n,2
2288,chikn,1
2289,awsm,1
2290,brother😋😋😋😋6d1,1
2291,likeReplypranjal_kum_rYou,1
2292,mom.,1
2293,compliment,1
2294,anyone.🔥🔥🔥🔥6d1,1
2295,likeReplyreviveramesh💓😂❤️,1
2296,USD,1
2297,coconut,1
2298,f,1
2299,Goan,1
2300,n.,1
2301,Kerala,1
2302,recipe's.,1
2303,better.👏6d1,1
2304,likeReplyfood_jamkeYummmmm😋😋😋😋6d1,1
2305,likeReplywheres_d_foodBhai,1
2306,gajjab🔥6d1,1
2307,likeReplybo_3ajmiLove,1
2308,doing,1
2309,seems,1
2310,😋6d1,2
2311,likeReplyflavoured_tales😍😍,1
2312,yumm,1
2313,😋😋6d1,1
2314,likeReplyap_food_cartGoan,1
2315,fish,4
2316,likeReplyvishalpwdAise,1
2317,onion,2
2318,kaun,1
2319,daalta,1
2320,curry,2
2321,mein,2
2322,?,2
2323,Muh,1
2324,aayenge.,1
2325,mazza,1
2326,uska,1
2327,ek,1
2328,damm,1
2329,liquidy,1
2330,hoti,1
2331,hai.6dReplyView,1
2332,(3)lucky_hiraFinally,1
2333,koi,1
2334,dish,1
2335,upload,1
2336,ki,5
2337,kisi,1
2338,"ne,,",1
2339,chefs,1
2340,responds6d1,1
2341,likeReplyrish1088Bro,1
2342,attempt,1
2343,sorry,1
2344,being,1
2345,goan,2
2346,ill,1
2347,50%,1
2348,right6d1,1
2349,likeReplykfali.13😍6dReply6,1
2350,"dilsefoodieVerified•Follow114,738",1
2351,viewsdilsefoodieVerifiedComputerized,1
2352,KulcheAmazing,1
2353,Place,1
2354,Have,1
2355,😊#dilsefoodie1wparijat028Karan,1
2356,Sir,1
2357,Take,1
2358,position,1
2359,CM,1
2360,Delhi,2
2361,least,1
2362,far,2
2363,Politicians,1
2364,safe,2
2365,hands1w6,1
2366,(1)vinay_thephenomIsme,1
2367,computerized,1
2368,hai?1w3,1
2369,(3)deepanshu__sainiLaxmi,1
2370,wale,1
2371,hmare,1
2372,uncle1w3,1
2373,(1)amanbassi.95Bai,1
2374,tu,1
2375,fuddu,1
2376,ik,1
2377,hi,5
2378,bar,1
2379,bar1w3,1
2380,likesReplyfoodo_woodoBehtareeeeeen👌👌👌👌👌1w3,1
2381,likesReplykanojiadikshikaGuru,1
2382,angad,1
2383,ngr,1
2384,2,1
2385,east,1
2386,west1w1,1
2387,(2)pinkz0831Mt,1
2388,jalao,1
2389,yaha,1
2390,dur,2
2391,tk,1
2392,esa,1
2393,kuch,2
2394,nai,1
2395,milta,1
2396,gujarat,1
2397,me1w2,1
2398,likesReplygorakhpurdelicacies😍😋😋😋1w1,1
2399,likeReplyiamatul29Bhai,1
2400,nirman,1
2401,vihar,1
2402,pr,1
2403,yeh,1
2404,opposite,1
2405,V3S,1
2406,mall,1
2407,bhoot,1
2408,bdiya🔥🔥🔥,1
2409,tha1w1,1
2410,likeReplythelatenightkingSir,1
2411,per,1
2412,plate,1
2413,think,1
2414,didn’t,1
2415,mention,1
2416,...it1w1,1
2417,likeReplyfoodvoyagerbadhanSoulful,1
2418,always...,1
2419,likeReplyim__rohan__Place?1w1,1
2420,likeReply7,1
2421,"dilsefoodieVerified•Follow245,756",1
2422,viewsdilsefoodieVerifiedStuffed,1
2423,WHOLE,1
2424,CHICKEN,1
2425,BIRYANI,1
2426,London,1
2427,@chefmahendrarajAmazing,1
2428,Of,1
2429,#Biryani1wpravisodhiHow,1
2430,distribute,1
2431,among,1
2432,members??1w3,1
2433,(8)gkureel😋😋😋✌️1w2,1
2434,(1)kolkatadelitesWaaah,1
2435,😍1w3,1
2436,(1)aniqa.jawad12Amazing,1
2437,👌👌1w2,1
2438,(1)20._.shubhamWow1w2,1
2439,(1)thetrustytastebudsGazab😍1w1,1
2440,(1)spoonofflavoursYummy😋😋😋1w2,1
2441,likesReplyyogeshshinde_adhikrutलाजवाब..पहली,1
2442,बार,1
2443,देखा,1
2444,सर...एकदम,1
2445,सुपर....Yumm😋😋😋😋1w3,1
2446,(1)chhatriwala_dhaval&,1
2447,temprature?1w3,1
2448,(2)sameersingh3126can,1
2449,Rice1w2,1
2450,(2)prashant.t.satheOmg#biryani#😋👌🏼1w1,1
2451,(1)shantanulenkatime,1
2452,batao,1
2453,bhai?1w1,1
2454,"dilsefoodieVerified•Follow62,897",1
2455,viewsdilsefoodieVerifiedChicken,1
2456,Rarra,2
2457,RecipeFirst,1
2458,Time,1
2459,Made,1
2460,Chicken,2
2461,#chickenrarra1wthelegendhere_Banaya,1
2462,pe,3
2463,",",2
2464,tasting,1
2465,🤬🤬🤬1w7,1
2466,(16)mayank_msdKevra,1
2467,thoda,1
2468,zyada,1
2469,Gaya,1
2470,bhai1w3,1
2471,(1)preetmkaurGlt,1
2472,baat,1
2473,khana,1
2474,khane,1
2475,k,2
2476,baad,2
2477,isse,1
2478,dekh,1
2479,kr,1
2480,fr,1
2481,bhookh,1
2482,lg,1
2483,jati,1
2484,h1w2,1
2485,(1)jagdish_12321🔥1w1,1
2486,likeReplybhukkhad_bhaiyaTasty😍5d1,1
2487,likeReplypuneet.katyal.31Looks,1
2488,good1w1,1
2489,likeReplyfoodieforeverandever23Aarey,1
2490,waah1wReplyhometofoodworldHeaven,1
2491,😍1wReplykalchiindiaKudos.,1
2492,Great,1
2493,work.,1
2494,Can’t,1
2495,control,1
2496,hunger.,1
2497,#BhookNow1wReplyshahjidesigheeHealth,1
2498,starts,1
2499,inside.,1
2500,powering,1
2501,immunity,1
2502,#ShahjiDesiGhee1wReplysapna.cooks😍😍😍1wReplydhillon.harleen00Waaaooo,1
2503,"dilsefoodieVerified•Follow99,281",1
2504,Masala,2
2505,RecipeSimple,1
2506,💕,2
2507,Only,1
2508,Lovers,1
2509,#paneer1wbhakti_1983Which,1
2510,masala?1w9,1
2511,(2)ankit_125Karan,1
2512,panner,2
2513,masala,1
2514,nae,2
2515,aise,1
2516,banti,1
2517,normal,1
2518,gravy1w8,1
2519,likesReplywaving_soulWaaah,1
2520,major,1
2521,cravings,1
2522,aarhi,1
2523,😍😍1w5,1
2524,likesReplyabhi._.1516Bhai,1
2525,hum,1
2526,bhi,2
2527,kal,1
2528,banayen,1
2529,geeee🤤🤤1w5,1
2530,likesReplysusilppali#Ask,1
2531,Mei,1
2532,Masala???1w5,1
2533,likesReply_aryan_.20_Chal,1
2534,tune,1
2535,banaya😂1w4,1
2536,likesReplynikalje_ashwiniTasty👌👌1w4,1
2537,likesReplythespicyplate_Lajawab,1
2538,bilkul,1
2539,🙌🔥1w4,1
2540,likesReplyv_s_foodsPaneer,1
2541,Bahut,1
2542,lag,1
2543,raha,1
2544,hai1w4,1
2545,likesReplyvinyaingale🔥1w3,1
2546,likesReplybijaykundu084Super,1
2547,testy1w3,1
2548,likesReplymy_foodravelThis,1
2549,yummy1w3,1
2550,20Post,1
2551,"foodiesince96•Follow3,114",1
2552,viewsfoodiesince96Honey,1
2553,🍯,1
2554,Chilli,1
2555,🌶,2
2556,Potato,1
2557,🥔.,1
2558,Street,1
2559,Style,1
2560,easily,1
2561,😍💜...#foodiesince96,1
2562,💫💫YouTube,8
2563,Mehak,8
2564,Dhawan,8
2565,Snapchat,10
2566,Foodiesince964hhappy._.tummySoo,1
2567,good🤤🤤,1
2568,parcel,1
2569,krwa,1
2570,do👻3h1,1
2571,(3)spoonofflavoursYummy😋😋😋3h1,1
2572,(1)bhukkad_bellyCraving😋3h1,1
2573,(1)nemesh7Yummy3h1,1
2574,(1)_.siiyaaYum😍😍😍😍😍😍😍😋😋😋😋😋😋😋😋😋😋😭😭😭😋😋😋😍😍😍😍I'm,1
2575,surely,1
2576,recipe👍😍😍😋😋😋😋😍😋😍😋3h1,1
2577,(1)jumee_basuWowowow😍😍3h1,1
2578,(1)that_local_streetChahiyeeee,1
2579,🌟😍🔥3h1,1
2580,(1)foodo_woodoYummmmmmmmiiieeee👌😍👌😍3h1,1
2581,(1)tempting_talesPost,1
2582,twining,1
2583,gi,1
2584,💕3h1,1
2585,(1)capitalstasteThis,1
2586,yumm🤤3h1,1
2587,(1)iamdatingfoodCraving😍😍3h1,1
2588,(1)chatoriipunjaban🤩🤩🤩4h1,1
2589,foodiesince96•FollowNew,2
2590,"Delhi,",1
2591,"Indiazaraindiaofficialmarksandspencerindia1,786",1
2592,likesfoodiesince96RISE,1
2593,SHINE,1
2594,☀️,1
2595,Lovelies,1
2596,💓♥️,1
2597,successfully,1
2598,completed,1
2599,6,1
2600,today,1
2601,#Foodiesince96,1
2602,Birthday,1
2603,complete,1
2604,4,2
2605,years,1
2606,🙈🙈😍😍😍..Here’s,1
2607,wishing,1
2608,Good,1
2609,"health,",1
2610,Virtual,1
2611,hugs,1
2612,💜..#foodiesince96,1
2613,Foodiesince966hayaanshi72Congratulations,1
2614,🎉🎉4h1,2
2615,(1)cheffeineCongratulations,1
2616,🎉❤️4h1,1
2617,(1)geetasfoodielifeVerifiedAmazing!!,1
2618,Congratulations,1
2619,❤️❤️4h1,1
2620,(1)thefood.vloggerAlso,1
2621,pass,1
2622,creme,1
2623,brulee,1
2624,😍4h1,1
2625,(1)thefood.vloggerCongratulations,1
2626,di,1
2627,(1)ketakidamleComgrats😘😘😘4h2,1
2628,(1)sonypradhanCongratulations,1
2629,🥂4h1,1
2630,(2)ourhungerstoryCongrats,1
2631,cutieee,1
2632,❤️4h1,1
2633,(1)iamdatingfoodCongratulations,1
2634,years🍷🥂4h1,1
2635,(1)toppings_of_loveCongratulations,1
2636,dear😍😍5h1,1
2637,(1)gluttonygoddessCongratulations,1
2638,cutie,1
2639,🤗,1
2640,growing,1
2641,enthusiasm,1
2642,positivity!!,1
2643,Lovee5h1,1
2644,(1)whenstomachticklesNice5h1,1
2645,"foodiesince96•Follow2,184",1
2646,likesfoodiesince96MAJOR,1
2647,MISSING,1
2648,🥺..,1
2649,.#foodiesince96,5
2650,Foodiesince9620hfoodiesince96#delhi,1
2651,#delhi_igers,1
2652,#delhidiaries,1
2653,#delhifoodblogger,2
2654,#delhifoodie,1
2655,#foodtalkindia,1
2656,#indianfood,2
2657,#indianfoodie,1
2658,#delhiblogger,1
2659,#indianfoodblogger,1
2660,#omnomnom,1
2661,#snacks,1
2662,#foodlove,1
2663,#foodphoto,1
2664,#foodphotography,1
2665,#foodbloggers,2
2666,#foodoftheday,1
2667,#eatfamous,2
2668,#foodlovers,1
2669,#foodforthought,1
2670,#comfortfood,1
2671,#foodcoma20h1,1
2672,likeReplykhan__naaz__Really😭20h2,1
2673,likesReplykolkatadelitesRed,1
2674,Velvet,2
2675,😍20h1,1
2676,likeReplyfoodies_galleryofficial❣️,1
2677,Red,1
2678,❣️17h1,1
2679,likeReplyhangrypatelsLove,1
2680,😍😍😍,1
2681,cake17hReplyyogitabakes❤️❤️❤️😋😋17hReplyfood_food2293Drooling,1
2682,🤤🤤17hReply_cookingwithajRecipie,1
2683,please18hReplyfoodi_eessRed,1
2684,velvet,1
2685,😍❤️18hReplyfood_toheal_yoursoulAwwww,1
2686,🔥17hReplythefood.vloggerOh,1
2687,damn,1
2688,😍😍18hReply_the_forever_hungry_belly_Looks,1
2689,yumm😍🤤17hReply20,1
2690,foodiesince96•FollowShreshtha,1
2691,"Vihar24,749",1
2692,viewsfoodiesince96Crispy,1
2693,Kukure,1
2694,Momos,1
2695,spicy,1
2696,dip,1
2697,hour.😍🤩,1
2698,Hippie,1
2699,Bus,1
2700,yum,1
2701,😋...,1
2702,Foodiesince9623htempting_talesCraving,1
2703,some22h2,1
2704,"(1)that_local_streetBasss,",1
2705,chidhao,1
2706,yahi,1
2707,dikha,2
2708,dikhake,1
2709,😪💔22h1,1
2710,(1)thefood.vloggerYe,1
2711,diya,1
2712,😍😍22h1,1
2713,(1)vakeel.saab07That,1
2714,sound,1
2715,bite,1
2716,👌😋.,1
2717,Kab,1
2718,khatam,1
2719,hoga,1
2720,corona,1
2721,...23h1,1
2722,(1)riseofflavoursYeh,1
2723,pyaar,1
2724,hai😍😍😋😋23h1,1
2725,(1)chatoriipunjaban🥺🥺🥺Abi,1
2726,momo,1
2727,khaane,1
2728,craving,3
2729,hori,1
2730,thi😋😋😋23h1,1
2731,(1)vasundhara_royLooks,1
2732,yummm,1
2733,😍23h1,2
2734,(1)thatthickthighwandererThat,1
2735,crunch,1
2736,(1)foodgasms_over_orgasmsCutiee♥️🔥♥️23h1,1
2737,(1)khan__naaz__😋😍😍23h1,1
2738,(1)pachhu_9249😋23hReplyView,1
2739,(1)foodieforeverandever23Momos,1
2740,💖💖💖it’s,1
2741,dekha,1
2742,nahi23h1,1
2743,(1)23,1
2744,"foodiesince96•Follow2,490",1
2745,likesfoodiesince96Good,1
2746,Morning,1
2747,fam,1
2748,😍😍,1
2749,Few,1
2750,back,1
2751,requested,1
2752,Sabudana,1
2753,Kheer,1
2754,here’s,1
2755,beautiful,3
2756,preparation.,1
2757,Adding,1
2758,seasonal,1
2759,🍇🍓🍐🍎🍉🍒🍑🥭,1
2760,gave,1
2761,taste.,1
2762,loved,1
2763,💜,1
2764,#healthybreakfast,1
2765,#yum,1
2766,#yummy...,1
2767,Foodiesince961dafoodiecookieLooks,1
2768,😍18h1,1
2769,(1)thejasintalesWant,1
2770,❤️23h1,1
2771,(1)thefooddestinationKyaaaa,1
2772,badiya,1
2773,photo,1
2774,Liya,1
2775,"hai,",1
2776,GOALSSS♥️23h1,1
2777,(1)meenamilkislandsuper,1
2778,delicious😍👌1d2,1
2779,(1)droolingsoulsDrool,1
2780,worthy,1
2781,🤤😍1d1,1
2782,(1)live.love.bake_😍😍😍😍😍1d1,1
2783,(1)spoonsofflavour😃👌🏼👌🏼1d1,1
2784,(1)thebellyybusters❤️🤤1d1,1
2785,(1)_taste_no_wasteYum😋😋😋1d2,1
2786,(1)khane_ke_charcheLajwaab♥️1d2,1
2787,(1)finedinewithdeeI,1
2788,don’t,1
2789,"kheer,",1
2790,wouldn’t,1
2791,mind,1
2792,eating,2
2793,😂1d2,1
2794,(1)suprit_mishra😍😍1d2,1
2795,(1)1,1
2796,"foodiesince96•Follow2,583",1
2797,likesfoodiesince96Chocolate,1
2798,Ball,1
2799,TAG,1
2800,SOMEONE,1
2801,WHO,1
2802,LOVES,1
2803,CHOCOLATE.,1
2804,Foodiesince961dfoodiesince96#eeeeeats,1
2805,#foodgasms,1
2806,#foodporn,1
2807,#eatlocal,1
2808,#forkyeah,1
2809,#feastgram,1
2810,#hungry,1
2811,#foodstagram,1
2812,#indianfoodbloggers,1
2813,#homecookedfood,1
2814,#freakshake,1
2815,#chefmode,1
2816,#f52grams,1
2817,#feedyoursoul,1
2818,#followforfollow,1
2819,#like4like,1
2820,#comment4comment,1
2821,#yummy,1
2822,#thingstodoindelhi,1
2823,#eatingforinsta,1
2824,#instafoodie1dReplykuljyoti.dhingraOhooooooooooooooooooooooooooooooooooooooooooooooooooooo,1
2825,😍😍1d3,1
2826,likesReplyrumas_gastronomic_delightsWaw1d1,1
2827,likeReplytwinklekhanna_aLoveee💗1d1,1
2828,likeReplyall_innn_oneeSoooo,1
2829,💕1d1,1
2830,likeReplyhyderabadfoodexplorerToo,1
2831,"domes,",1
2832,flambéed,1
2833,ganaches,1
2834,😍😁1d1,1
2835,likeReplydilli_ke_swadYummm❤️1d1,1
2836,likeReplytheforkingguyBombbb🔥🔥🤤🤤1d1,1
2837,likeReplyindu.kitchen04Wow😍😍😍1d1,1
2838,likeReplyjass_kandra😋😋👌1d1,1
2839,likeReplyfoood.travel.lifeSo,1
2840,💯1d1,1
2841,likeReplyjujoofoodThis,1
2842,😋1d1,1
2843,likeReply1,1
2844,foodiesince96•FollowChittaranjan,1
2845,"Park3,388",1
2846,likesfoodiesince96Is,1
2847,Gol,2
2848,Gappe,2
2849,Chaat,3
2850,Papdi,3
2851,🙄😭😭,1
2852,bad,1
2853,😭😭..Featuring,1
2854,@khaata_rahe_mera_dil,1
2855,@spiceitupwithsam,1
2856,Raju,1
2857,Puchka,1
2858,Corner.,1
2859,..Which,1
2860,team,1
2861,Team,2
2862,💁🏻‍♀️😍,1
2863,🙈😂.,1
2864,Foodiesince96,2
2865,..Follow,2
2866,@foodiesince96,2
2867,updates2dmallikaduaVerifiedGhar,1
2868,banane,1
2869,padenge,1
2870,beta1d3,1
2871,(3)sonika8401Metoo🥺🥺1d2,1
2872,(1)yesterday_recipesOye,1
2873,hoyee🤩🤩🤩1d1,1
2874,(1)_food.and.usDelicious🤤🤤😍❤️1d1,1
2875,(2)kolkatadelites😍😍1d1,1
2876,(1)iamdatingfoodDamn,1
2877,chaat😍1d1,1
2878,(1)whaaatislifeAnd,1
2879,rajkachori🥺1d1,1
2880,(1)chatori_zubaanCraving,1
2881,😍😍😍1d1,1
2882,(1)mycheerfulspaceTeam,1
2883,Golgappe,1
2884,🤤💕1d1,1
2885,(1)mar00ned2😍😍😍😍1d1,1
2886,(1)rohit._.hemant😍🤤1d1,1
2887,(1)saucepansecretsKitne,1
2888,bana,1
2889,lo,2
2890,pani,2
2891,puri/gol,1
2892,"gappe,",1
2893,bahar,1
2894,feeling,1
2895,nahi,1
2896,aani😭😅,1
2897,miss,1
2898,puri,1
2899,outside😍1d2,1
2900,(1)2,3
2901,"Delhi3,169",1
2902,likesfoodiesince96This,1
2903,dessert,1
2904,Magnum,1
2905,/,1
2906,Feast,1
2907,cream,1
2908,NOT,1
2909,CAN,1
2910,YOU,1
2911,GUESS,1
2912,THIS,1
2913,DESSERT,1
2914,😍...#foodiesince96,1
2915,updates2danushamh5😍😍😍2d1,1
2916,(1)zubaansediltakAre,1
2917,brownies?2d1,1
2918,(1)funsfoodvillageFᴀɴᴛᴀsᴛɪᴄ,1
2919,😍😍😍😍2d1,2
2920,(1)poorniskitchenstoriesCakesicle☺️2d1,1
2921,(1)moodybeingfoodieHomemade,1
2922,Chocolate,1
2923,kulfi,1
2924,topped,1
2925,dry,1
2926,nuts2d1,1
2927,(2)up15blogsShare,1
2928,batata,1
2929,hu,1
2930,konsi,1
2931,hai😛😛2d2,1
2932,(1)pachhu_9249😭2dReplyView,1
2933,(1)khan__naaz__Guess,1
2934,m,1
2935,krlygy,1
2936,filhal,1
2937,sb,2
2938,dydo🤭😍😍😍2d1,1
2939,(1)finesse_and_flavourChocolate,1
2940,almond,1
2941,popsicles2d1,1
2942,(2)just_another_foodie___Cake,1
2943,popsicles😍2d1,1
2944,(1)shanky008Aap,1
2945,yr,1
2946,😍😉2d1,1
2947,(1)dharti.ka.bhojHazelnut,1
2948,cakesickels🤔🤔2d1,1
2949,"foodiesince96•FollowDelhi,",2
2950,"India4,174",1
2951,likesfoodiesince96NO,1
2952,BAKE,1
2953,//,1
2954,Easiest,1
2955,BLACK,1
2956,FOREST,1
2957,CAKE,1
2958,🎂,1
2959,using,1
2960,White,1
2961,🍞,1
2962,Cake,1
2963,Beginners,1
2964,limited,1
2965,#,1
2966,blackforestcake,1
2967,#nobake,1
2968,#cake,1
2969,..If,1
2970,share,1
2971,♥️💜.#foodiesince96,1
2972,Foodiesince962ddrruchi1968Such,1
2973,recipe2d3,1
2974,(1)spoonsofflavourKabhi,1
2975,bulao,1
2976,😁😁aunty,1
2977,kahiye,1
2978,MasterChef,1
2979,tayyari,1
2980,kare😃2d1,1
2981,(1)spoonsofflavourAunty,1
2982,best😃👌🏼👌🏼👌🏼2d1,1
2983,(1)foodaholicgirishDamn😍😍2d1,1
2984,(1)ishan_22051306Karwali,1
2985,bezzati2d1,1
2986,(2)foodieee___soulso,1
2987,good2d1,1
2988,(1)bhardwaj8064hindi,1
2989,bol,1
2990,engils,1
2991,😂😂😂2d1,1
2992,(2)twohangrywomenWhat,1
2993,fix.,1
2994,Gotta,1
2995,sweet,1
2996,craving!,1
2997,😃2d1,1
2998,(1)foodme_somethingThis,1
2999,yummy😍2d1,1
3000,(1)gourmetmusafirShandar😁👏🏻😍😍2d2,1
3001,(1)fatgirlkitchenchroniclethis,1
3002,😍2d1,2
3003,(1)food_food2293Wow,1
3004,😍😍2d1,1
3005,"India18,504",1
3006,viewsfoodiesince96Planning,1
3007,remake,1
3008,Banoffe,1
3009,Pudding,1
3010,😭😭😍😍,1
3011,home....#foodiesince96,1
3012,Foodiesince963dthefooddestinationPyaari😍2d1,1
3013,(1)antra.saharanCan,1
3014,recipe..,1
3015,Looks,1
3016,(1)parthbajajVerifiedFavourite,1
3017,(1)snappysageAmazing,1
3018,👌👌3d1,1
3019,(1)gurpreet6045🤤...patle,1
3020,gaye,1
3021,aap👌3d1,1
3022,(1)fauziya246Recipe,1
3023,plz3d1,1
3024,(1)up15blogsHum,1
3025,kese,1
3026,maan,1
3027,le,1
3028,test,1
3029,krvaou,1
3030,phle😁😁😁😁😛😛😛3d1,1
3031,(1)surbhi__gupta13recepie,1
3032,post3d1,1
3033,(1)foodo_woodoAmaaaaaazinnnnnng😍👌😍3d1,1
3034,"(1)yesterday_recipesWoww,",1
3035,good😋3d1,1
3036,(1)pachhu_9249😋3d1,1
3037,(1)moazaalmansooriYou,1
3038,pretty,1
3039,shirt,1
3040,👌👌❤️3d1,1
3041,(1)3,1
